"DateTime","6RV","1RV","2RH","3RV","8RH","7RH","Series 7","Series 8"
"2025-11-04 09:20:00",0.77527,,,,,,,
"2025-11-04 10:20:00",0.78252,,,,,,,
"2025-11-04 11:20:00",0.79484,,,,,,,
"2025-11-04 12:20:00",0.7905,,,,,,,
"2025-11-04 13:20:00",0.82044,,,,,,,
"2025-11-04 14:20:00",0.79283,,,,,,,
"2025-11-04 15:20:00",0.8053,,,,,,,
"2025-11-04 16:20:00",0.82379,,,,,,,
"2025-11-04 17:20:00",0.82076,,,,,,,
"2025-11-04 18:20:00",0.8108,,,,,,,
"2025-11-04 19:20:00",0.8306,,,,,,,
"2025-11-04 20:20:00",0.09326,,,,,,,
"2025-11-04 21:20:00",0.06935,,,,,,,
"2025-11-04 22:20:00",0.78489,,,,,,,
